Quadrat,Period,Location,Site,Transect,Si_Tr,Algae_Encrusting,Algae_Turf,Algae_Kelp,Algae_Other,Sponge,Ascidian,Coral,Loc_Abr
S1_BI_Ba_T3_26.JPG,P1,Bare Is,Back,BI_Back_T3,Back_T3,0,1,0,0,0,0,0,BI
S1_BI_Le_T1_04.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_05.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_06.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_07.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_09.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_10.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_11.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_14.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_15.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_17.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_18.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_19.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_20.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,0,0,0,0,BI
S1_BI_Le_T1_22.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,0,0,0,0,0,0,BI
S1_BI_Le_T1_23.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,1,0,0,0,BI
S1_BI_Le_T1_24.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,0,1,0,0,0,BI
S1_BI_Le_T1_25.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,0,1,1,0,0,0,BI
S1_BI_Le_T1_26.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,0,0,1,0,0,0,BI
S1_BI_Le_T1_27.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,1,1,1,0,1,0,BI
S1_BI_Le_T1_28.JPG,P1,Bare Is,Left,BI_Left_T1,Left_T1,1,0,1,1,0,1,0,BI
S1_BI_Le_T2_01.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,0,0,0,0,0,0,BI
S1_BI_Le_T2_02.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_03.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_04.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_06.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_07.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_08.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_09.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_10.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,1,0,0,0,BI
S1_BI_Le_T2_12.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,0,0,0,0,0,0,BI
S1_BI_Le_T2_13.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,1,1,0,0,0,BI
S1_BI_Le_T2_14.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_15.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_16.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_17.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_18.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,0,0,0,0,0,0,BI
S1_BI_Le_T2_20.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_21.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,0,0,0,0,0,0,BI
S1_BI_Le_T2_22.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,1,0,0,0,0,0,BI
S1_BI_Le_T2_24.JPG,P1,Bare Is,Left,BI_Left_T2,Left_T2,1,0,0,0,0,0,0,BI
S1_BI_Le_T3_01.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,0,0,1,1,BI
S1_BI_Le_T3_02.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,0,1,0,0,0,BI
S1_BI_Le_T3_03.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,0,0,0,0,BI
S1_BI_Le_T3_04.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,1,1,0,0,0,BI
S1_BI_Le_T3_05.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,0,0,0,0,BI
S1_BI_Le_T3_07.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,0,0,0,0,BI
S1_BI_Le_T3_08.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,1,0,0,0,BI
S1_BI_Le_T3_10.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,1,0,0,0,BI
S1_BI_Le_T3_11.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,1,1,0,0,BI
S1_BI_Le_T3_12.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,1,0,0,0,BI
S1_BI_Le_T3_13.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,0,0,0,0,BI
S1_BI_Le_T3_14.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,1,0,0,0,BI
S1_BI_Le_T3_15.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,0,1,0,0,0,0,BI
S1_BI_Le_T3_16.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,1,0,0,0,BI
S1_BI_Le_T3_17.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,1,0,0,0,BI
S1_BI_Le_T3_18.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,1,0,0,0,BI
S1_BI_Le_T3_19.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,0,1,1,0,1,BI
S1_BI_Le_T3_22.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,1,0,0,0,BI
S1_BI_Le_T3_23.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,0,1,1,1,0,0,0,BI
S1_BI_Le_T3_26.JPG,P1,Bare Is,Left,BI_Left_T3,Left_T3,1,1,1,0,0,0,0,BI
S1_BI_Ri_T1_01.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_02.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_03.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_04.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_05.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_06.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_07.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_10.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_12.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_13.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_14.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_15.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_16.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_17.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_19.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_20.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,0,0,0,0,BI
S1_BI_Ri_T1_21.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_22.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_23.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,0,1,1,0,0,0,BI
S1_BI_Ri_T1_24.JPG,P1,Bare Is,Right,BI_Right_T1,Right_T1,0,1,1,1,0,0,0,BI
S1_BI_Ri_T2_01.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_02.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_03.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_04.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_05.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,1,0,0,BI
S1_BI_Ri_T2_06.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_08.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,1,0,0,BI
S1_BI_Ri_T2_09.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_10.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_11.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_13.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_15.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_16.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_17.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_18.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_19.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_20.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T2_22.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,1,0,0,BI
S1_BI_Ri_T2_24.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,1,0,0,BI
S1_BI_Ri_T2_26.JPG,P1,Bare Is,Right,BI_Right_T2,Right_T2,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_01.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_03.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_04.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_05.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_07.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_09.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_10.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,1,0,0,BI
S1_BI_Ri_T3_11.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_12.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_13.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_14.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_15.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_16.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,1,0,BI
S1_BI_Ri_T3_17.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_18.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,1,0,0,BI
S1_BI_Ri_T3_19.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_20.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_21.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,0,1,0,0,0,0,0,BI
S1_BI_Ri_T3_22.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_BI_Ri_T3_24.JPG,P1,Bare Is,Right,BI_Right_T3,Right_T3,1,1,0,0,0,0,0,BI
S1_KU_Mo_T1_01.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,0,0,0,K
S1_KU_Mo_T1_02.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,1,0,0,K
S1_KU_Mo_T1_04.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,0,0,0,K
S1_KU_Mo_T1_05.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,0,0,0,K
S1_KU_Mo_T1_06.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,1,0,0,0,0,K
S1_KU_Mo_T1_09.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,1,1,0,0,K
S1_KU_Mo_T1_11.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,1,1,0,1,K
S1_KU_Mo_T1_13.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,0,0,0,K
S1_KU_Mo_T1_14.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,0,1,0,K
S1_KU_Mo_T1_15.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,0,1,0,0,K
S1_KU_Mo_T1_16.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,1,0,0,0,K
S1_KU_Mo_T1_17.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,0,0,0,K
S1_KU_Mo_T1_18.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,0,0,0,K
S1_KU_Mo_T1_20.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,1,0,0,K
S1_KU_Mo_T1_22.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,1,0,1,0,0,K
S1_KU_Mo_T1_23.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,1,0,0,0,K
S1_KU_Mo_T1_24.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,0,1,0,0,1,0,0,K
S1_KU_Mo_T1_25.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,1,0,0,K
S1_KU_Mo_T1_27.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,1,0,0,K
S1_KU_Mo_T1_28.JPG,P1,Kurnell,Monuments,K_Monuments_T1,Monuments_T1,1,1,0,1,1,0,0,K
S1_KU_Mo_T2_01.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,0,1,0,0,K
S1_KU_Mo_T2_04.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,0,0,0,0,K
S1_KU_Mo_T2_05.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,1,0,0,0,K
S1_KU_Mo_T2_06.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,0,1,0,0,K
S1_KU_Mo_T2_07.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,0,1,0,0,K
S1_KU_Mo_T2_08.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,0,0,1,0,0,0,K
S1_KU_Mo_T2_09.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,1,1,0,0,K
S1_KU_Mo_T2_10.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,1,1,1,0,0,K
S1_KU_Mo_T2_11.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,1,1,0,0,K
S1_KU_Mo_T2_12.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,0,1,1,0,0,0,K
S1_KU_Mo_T2_13.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,1,1,0,1,1,0,0,K
S1_KU_Mo_T2_14.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,1,1,0,0,K
S1_KU_Mo_T2_15.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,0,0,1,0,0,0,K
S1_KU_Mo_T2_16.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,0,1,0,0,0,K
S1_KU_Mo_T2_17.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,1,1,0,0,0,K
S1_KU_Mo_T2_18.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,0,1,0,0,0,0,K
S1_KU_Mo_T2_19.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,0,1,1,1,0,0,0,K
S1_KU_Mo_T2_20.JPG,P1,Kurnell,Monuments,K_Monuments_T2,Monuments_T2,1,1,1,1,1,0,0,K
